CNPJ, RazaoSocial, Trimestre, Ano, ValorDespesas
46124624000111, UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 1655396762.86
77893469000121, HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO, 1º Trimestre, 2025, 637492.58
77893469000121, HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO, 2º Trimestre, 2025, 694498.78
77893469000121, HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO, 3º Trimestre, 2025, 694498.78
78304672000188, CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU, 1º Trimestre, 2025, 1582429.31
78304672000188, CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU, 2º Trimestre, 2025, 3122349.68
78304672000188, CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU, 3º Trimestre, 2025, 4478802.31
04299138000194, BIOVIDA SAÚDE LTDA, 1º Trimestre, 2025, 61444622.5
04299138000194, BIOVIDA SAÚDE LTDA, 2º Trimestre, 2025, 126398452.84
04299138000194, BIOVIDA SAÚDE LTDA, 3º Trimestre, 2025, 190639013.35
50739135000141, SOBAM CENTRO MÉDICO HOSPITALAR S.A, 1º Trimestre, 2025, 89135498.86
50739135000141, SOBAM CENTRO MÉDICO HOSPITALAR S.A, 2º Trimestre, 2025, 176710099.35
50739135000141, SOBAM CENTRO MÉDICO HOSPITALAR S.A, 3º Trimestre, 2025, 269092735.28
02687852000124, UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 5308286.88
02687852000124, UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 10802568.11
02687852000124, UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 16724928.83
82602327000106, UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 31614288.02
82602327000106, UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 68762627.01
82602327000106, UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 108790484.59
28714533000154, UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 74514451.71
28714533000154, UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 141823834.76
28714533000154, UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 208189861.07
45572583000163, GARANTIA DE SAÚDE LTDA, 1º Trimestre, 2025, 21763077.32
45572583000163, GARANTIA DE SAÚDE LTDA, 2º Trimestre, 2025, 43712906.93
45572583000163, GARANTIA DE SAÚDE LTDA, 3º Trimestre, 2025, 65141324.86
20961779000119, ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS, 1º Trimestre, 2025, 7537938.66
20961779000119, ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS, 2º Trimestre, 2025, 16058139.97
20961779000119, ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS, 3º Trimestre, 2025, 24651815.16
18987107000130, CEAM BRASIL - PLANOS DE SAÚDE LTDA, 3º Trimestre, 2025, 7082409.95
53454617000143, SISTEMA TOTAL DE SAÚDE LTDA, 1º Trimestre, 2025, 2505482.89
53454617000143, SISTEMA TOTAL DE SAÚDE LTDA, 2º Trimestre, 2025, 5042184.97
53454617000143, SISTEMA TOTAL DE SAÚDE LTDA, 3º Trimestre, 2025, 7690522.59
07781345000179, ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS, 1º Trimestre, 2025, 12290381.07
07781345000179, ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS, 2º Trimestre, 2025, 25609001.47
07781345000179, ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS, 3º Trimestre, 2025, 41480113.51
25063964000100, FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL, 1º Trimestre, 2025, 6076531.63
25063964000100, FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL, 2º Trimestre, 2025, 13671849.76
25063964000100, FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL, 3º Trimestre, 2025, 22638992.4
03033006000153, CAIXA DE ASSISTÊNCIA OSWALDO CRUZ, 1º Trimestre, 2025, 35374036.6
03033006000153, CAIXA DE ASSISTÊNCIA OSWALDO CRUZ, 2º Trimestre, 2025, 71082147.21
03033006000153, CAIXA DE ASSISTÊNCIA OSWALDO CRUZ, 3º Trimestre, 2025, 111615697.78
56384183000140, IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO, 1º Trimestre, 2025, 15562875.92
56384183000140, IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO, 2º Trimestre, 2025, 34040670.84
56384183000140, IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO, 3º Trimestre, 2025, 57118379.64
27578434000120, UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 240796334.91
27578434000120, UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 487757011.99
27578434000120, UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 785916321.85
08680639000177, UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 223343616.16
08680639000177, UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 459281280.29
08680639000177, UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 706182776.35
00531736000196, UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA, 1º Trimestre, 2025, 793155.81
00531736000196, UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA, 2º Trimestre, 2025, 1661108.03
00531736000196, UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA, 3º Trimestre, 2025, 2657439.75
75055772000120, UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS, 1º Trimestre, 2025, 489247243.58
75055772000120, UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS, 2º Trimestre, 2025, 1020088031.37
75055772000120, UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS, 3º Trimestre, 2025, 1599809158.08
02618303000106, FUNASA SAÚDE, 1º Trimestre, 2025, 3852863.8
02618303000106, FUNASA SAÚDE, 2º Trimestre, 2025, 8309937.65
02618303000106, FUNASA SAÚDE, 3º Trimestre, 2025, 12727222.74
02314168000105, UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 905327.02
02314168000105, UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 1961308.14
02314168000105, UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 3044897.46
19512026000147, PLAMESC PLANOS DE SAÚDE LTDA, 1º Trimestre, 2025, 2406657.65
19512026000147, PLAMESC PLANOS DE SAÚDE LTDA, 2º Trimestre, 2025, 4304029.33
19512026000147, PLAMESC PLANOS DE SAÚDE LTDA, 3º Trimestre, 2025, 6804969.32
34844263000107, ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE, 1º Trimestre, 2025, 11838868.8
34844263000107, ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE, 2º Trimestre, 2025, 22287773.3
34844263000107, ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE, 3º Trimestre, 2025, 40355424.11
04839091000104, FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC, 1º Trimestre, 2025, 180389.92
04839091000104, FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC, 2º Trimestre, 2025, 34903.63
04839091000104, FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC, 3º Trimestre, 2025, 93497.11
00381694000154, UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 6789675.84
00381694000154, UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 14912234.9
00381694000154, UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 23191072
16665579000141, ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA, 1º Trimestre, 2025, 13243473.92
16665579000141, ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA, 2º Trimestre, 2025, 28258464.59
16665579000141, ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA, 3º Trimestre, 2025, 43265837.87
01672007000112, SISTEMA PREVSAUDE DENTAL LTDA, 1º Trimestre, 2025, 327877.36
01672007000112, SISTEMA PREVSAUDE DENTAL LTDA, 2º Trimestre, 2025, 627402.9
01672007000112, SISTEMA PREVSAUDE DENTAL LTDA, 3º Trimestre, 2025, 949012.54
82239476000144, UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA, 1º Trimestre, 2025, 989574.27
82239476000144, UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA, 2º Trimestre, 2025, 2119516.05
82239476000144, UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA, 3º Trimestre, 2025, 3253110.41
02041808000142, ADVANCE PLANOS DE SAÚDE LTDA, 1º Trimestre, 2025, 6324599.6
02041808000142, ADVANCE PLANOS DE SAÚDE LTDA, 2º Trimestre, 2025, 14113987.03
02041808000142, ADVANCE PLANOS DE SAÚDE LTDA, 3º Trimestre, 2025, 21726776.8
72350382000194, COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA, 1º Trimestre, 2025, 3922650.76
72350382000194, COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA, 2º Trimestre, 2025, 7626732.72
72350382000194, COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA, 3º Trimestre, 2025, 11537575.16
59762062000183, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS), 1º Trimestre, 2025, 6374140.04
59762062000183, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS), 2º Trimestre, 2025, 12381163.78
59762062000183, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS), 3º Trimestre, 2025, 18725564.69
66477217000103, UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 11846311.27
66477217000103, UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 24419453.89
66477217000103, UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 38814597.94
96509690000188, SÃO LUCAS SAÚDE S/A, 1º Trimestre, 2025, 48677436.3
96509690000188, SÃO LUCAS SAÚDE S/A, 2º Trimestre, 2025, 97152264.99
96509690000188, SÃO LUCAS SAÚDE S/A, 3º Trimestre, 2025, 145912423.95
34907159000106, ODONT-OPERADORA ODONTOLOGICA LTDA, 1º Trimestre, 2025, 853085.18
34907159000106, ODONT-OPERADORA ODONTOLOGICA LTDA, 2º Trimestre, 2025, 1789416.21
34907159000106, ODONT-OPERADORA ODONTOLOGICA LTDA, 3º Trimestre, 2025, 2840093.87
44477823000188, INTEGRA ASSISTENCIA MEDICA SA, 1º Trimestre, 2025, 70702643.75
44477823000188, INTEGRA ASSISTENCIA MEDICA SA, 2º Trimestre, 2025, 125835386.47
44477823000188, INTEGRA ASSISTENCIA MEDICA SA, 3º Trimestre, 2025, 153666246.83
37382009000114, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO, 1º Trimestre, 2025, 22999029.46
37382009000114, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO, 2º Trimestre, 2025, 44621056.02
37382009000114, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO, 3º Trimestre, 2025, 70083463.84
48717516000188, UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 2609758.95
48717516000188, UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 5580453.73
48717516000188, UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 8555997.94
82624776000147, UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 58506535.81
82624776000147, UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 124415448.5
82624776000147, UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 199710204.86
27085968000114, CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO, 1º Trimestre, 2025, 7562106.75
27085968000114, CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO, 2º Trimestre, 2025, 13816365.02
27085968000114, CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO, 3º Trimestre, 2025, 21239519.77
63367700000139, CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS, 1º Trimestre, 2025, 24458041.26
63367700000139, CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS, 2º Trimestre, 2025, 47314726.97
63367700000139, CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS, 3º Trimestre, 2025, 73094240.33
93507895000136, POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA, 1º Trimestre, 2025, 102223.76
93507895000136, POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA, 2º Trimestre, 2025, 233593.99
93507895000136, POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA, 3º Trimestre, 2025, 346644.84
75222224000147, UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 136760753.92
75222224000147, UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 276431854.43
75222224000147, UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 424945376.38
00636975000100, SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA, 1º Trimestre, 2025, 13125648.65
00636975000100, SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA, 2º Trimestre, 2025, 26918298.61
00636975000100, SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA, 3º Trimestre, 2025, 42176058.86
08097092000181, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA, 1º Trimestre, 2025, 22857748.65
08097092000181, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA, 2º Trimestre, 2025, 47431746.46
08097092000181, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA, 3º Trimestre, 2025, 73459286.8
92219070000153, SOCIEDADE PORTUGUESA DE BENEFICÊNCIA, 1º Trimestre, 2025, 4373005.46
92219070000153, SOCIEDADE PORTUGUESA DE BENEFICÊNCIA, 2º Trimestre, 2025, 8998454.99
92219070000153, SOCIEDADE PORTUGUESA DE BENEFICÊNCIA, 3º Trimestre, 2025, 14459526.94
45050963000138, BEMSTAR ASSISTENCIA MEDICA LTDA, 1º Trimestre, 2025, 122018.71
45050963000138, BEMSTAR ASSISTENCIA MEDICA LTDA, 2º Trimestre, 2025, 166554.35
45050963000138, BEMSTAR ASSISTENCIA MEDICA LTDA, 3º Trimestre, 2025, 173731.95
35830868000101, UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE, 1º Trimestre, 2025, 36582920.87
35830868000101, UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE, 2º Trimestre, 2025, 76188088.57
35830868000101, UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE, 3º Trimestre, 2025, 122800422.97
76767219000182, UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO, 1º Trimestre, 2025, 102122507.4
76767219000182, UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO, 2º Trimestre, 2025, 211555217.42
76767219000182, UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO, 3º Trimestre, 2025, 327056176.85
45118429000116, UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 11068046.3
45118429000116, UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 21736461.41
45118429000116, UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 34314809.61
80297161000128, UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO, 1º Trimestre, 2025, 1478529.6
80297161000128, UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO, 2º Trimestre, 2025, 2777660.96
80297161000128, UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO, 3º Trimestre, 2025, 4159314.58
03977587000181, SBC SAÚDE LTDA, 1º Trimestre, 2025, 7870953.0
03977587000181, SBC SAÚDE LTDA, 2º Trimestre, 2025, 15237207.57
03977587000181, SBC SAÚDE LTDA, 3º Trimestre, 2025, 22613665.58
03702977000149, CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC, 1º Trimestre, 2025, 18787399.89
03702977000149, CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC, 2º Trimestre, 2025, 32643127.6
03702977000149, CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC, 3º Trimestre, 2025, 47677123.36
97403778000183, SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA, 1º Trimestre, 2025, 5965.44
97403778000183, SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA, 3º Trimestre, 2025, 56469.49
78044815000160, UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 11879393.37
78044815000160, UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 23832149.15
78044815000160, UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 37209125.31
71565659000133, ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA, 1º Trimestre, 2025, 1793280.1
71565659000133, ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA, 2º Trimestre, 2025, 3753734.81
71565659000133, ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA, 3º Trimestre, 2025, 5798871.57
92693118000160, BRADESCO SAÚDE S.A, 1º Trimestre, 2025, 5268841222.9
92693118000160, BRADESCO SAÚDE S.A, 2º Trimestre, 2025, 10988696666.87
92693118000160, BRADESCO SAÚDE S.A, 3º Trimestre, 2025, 17022015440.65
12055813000168, CEMIG SAÚDE, 1º Trimestre, 2025, 120699787.66
12055813000168, CEMIG SAÚDE, 2º Trimestre, 2025, 261304077.48
12055813000168, CEMIG SAÚDE, 3º Trimestre, 2025, 384732950.46
57746455000178, MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A, 1º Trimestre, 2025, 0.0
57746455000178, MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A, 2º Trimestre, 2025, 0.0
57746455000178, MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A, 3º Trimestre, 2025, 0.0
29754208000188, VALE PLANOS DE SAÚDE LTDA, 1º Trimestre, 2025, 558411.02
29754208000188, VALE PLANOS DE SAÚDE LTDA, 2º Trimestre, 2025, 1663411.48
29754208000188, VALE PLANOS DE SAÚDE LTDA, 3º Trimestre, 2025, 3753171.12
87096616000196, UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA, 1º Trimestre, 2025, 542001924.92
87096616000196, UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA, 2º Trimestre, 2025, 1153644474.65
87096616000196, UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA, 3º Trimestre, 2025, 1811319516.44
37035441000139, SELECT OPERADORA DE PLANO DE SAUDE LTDA, 1º Trimestre, 2025, 11171873.3
37035441000139, SELECT OPERADORA DE PLANO DE SAUDE LTDA, 2º Trimestre, 2025, 47234518.82
37035441000139, SELECT OPERADORA DE PLANO DE SAUDE LTDA, 3º Trimestre, 2025, 102993816.16
22263081000155, HOSPITAL CESAR LEITE, 1º Trimestre, 2025, 1558680.77
22263081000155, HOSPITAL CESAR LEITE, 2º Trimestre, 2025, 3226044.39
22263081000155, HOSPITAL CESAR LEITE, 3º Trimestre, 2025, 5154675.07
02192677000102, UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 1555872.49
02192677000102, UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 4073330.28
02192677000102, UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 6651328.15
69015113000167, UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA, 1º Trimestre, 2025, 1795020.12
69015113000167, UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA, 2º Trimestre, 2025, 3969529.2
69015113000167, UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA, 3º Trimestre, 2025, 6166674.56
25335803000128, ASSOCIAÇÃO BENEFICENTE CATÓLICA, 1º Trimestre, 2025, 1321686.49
25335803000128, ASSOCIAÇÃO BENEFICENTE CATÓLICA, 2º Trimestre, 2025, 2624279.87
25335803000128, ASSOCIAÇÃO BENEFICENTE CATÓLICA, 3º Trimestre, 2025, 4030526.06
72234164000194, UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 793090.11
72234164000194, UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 1618654.96
72234164000194, UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 2478141.31
31466949000105, SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A, 1º Trimestre, 2025, 140480990.23
31466949000105, SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A, 2º Trimestre, 2025, 303782630.99
31466949000105, SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A, 3º Trimestre, 2025, 500126579.29
13083167000105, ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM, 1º Trimestre, 2025, 1020715.46
13083167000105, ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM, 2º Trimestre, 2025, 2021463.05
13083167000105, ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM, 3º Trimestre, 2025, 3256807.71
22709109000135, BENEFICENCIA SOCIAL BOM SAMARITANO, 1º Trimestre, 2025, 195850.79
22709109000135, BENEFICENCIA SOCIAL BOM SAMARITANO, 2º Trimestre, 2025, 473160.48
22709109000135, BENEFICENCIA SOCIAL BOM SAMARITANO, 3º Trimestre, 2025, 726226.42
37880952000157, VIVACOM PLANOS DE SAÚDE, 1º Trimestre, 2025, 12315737.08
37880952000157, VIVACOM PLANOS DE SAÚDE, 2º Trimestre, 2025, 24719330.75
37880952000157, VIVACOM PLANOS DE SAÚDE, 3º Trimestre, 2025, 38487257.16
34539000000186, KLINI PLANOS DE SAÚDE LTDA, 1º Trimestre, 2025, 49866680.2
34539000000186, KLINI PLANOS DE SAÚDE LTDA, 2º Trimestre, 2025, 111119190.37
34539000000186, KLINI PLANOS DE SAÚDE LTDA, 3º Trimestre, 2025, 176829008.5
04222235000189, SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA, 1º Trimestre, 2025, 1507880.6
04222235000189, SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA, 2º Trimestre, 2025, 3014482.81
04222235000189, SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA, 3º Trimestre, 2025, 4649092.02
03980208000102, UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 4316260.53
03980208000102, UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 9035092.24
03980208000102, UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 14321998.54
60499365000134, FUNDACAO LEONOR DE BARROS CAMARGO, 1º Trimestre, 2025, 16856167.08
60499365000134, FUNDACAO LEONOR DE BARROS CAMARGO, 2º Trimestre, 2025, 34687175.8
60499365000134, FUNDACAO LEONOR DE BARROS CAMARGO, 3º Trimestre, 2025, 56187254.71
87607149000111, UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 8201726.44
87607149000111, UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 17330287.11
87607149000111, UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 26966886.14
04430627000133, PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA, 1º Trimestre, 2025, 1003244.0
04430627000133, PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA, 2º Trimestre, 2025, 2452558.98
04430627000133, PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA, 3º Trimestre, 2025, 3871441.74
68687722000108, G & M ASSESSORIA MEDICA EMPRESARIAL LTDA, 1º Trimestre, 2025, 101647.65
68687722000108, G & M ASSESSORIA MEDICA EMPRESARIAL LTDA, 2º Trimestre, 2025, 217892.7
68687722000108, G & M ASSESSORIA MEDICA EMPRESARIAL LTDA, 3º Trimestre, 2025, 321955.28
83506030000100, BENEFICENCIA CAMILIANA DO SUL, 1º Trimestre, 2025, 54134652.1
